Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
61363956,2024-06-03 11:06:00,12/13/2024 11:09:12 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2107 EAST   35 STREET,EAST   35 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   35 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/13/2024 11:09:17 AM,18 BROOKLYN,46.0,Precinct 63,3085350041.0,BROOKLYN,"1,003,712","160,548",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60732214998,-73.92990866011,POINT (-73.929908660109 40.607322149983)
61356301,2024-06-03 10:13:21,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2047 EAST   37 STREET,EAST   37 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST   37 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085230020.0,BROOKLYN,"1,003,763","161,324",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60945199813,-73.92972274431,POINT (-73.929722744307 40.609451998133)
61346886,2024-06-02 21:32:43,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2015 EAST   64 STREET,EAST   64 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   64 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084070070.0,BROOKLYN,"1,008,170","164,333",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61770027775,-73.91384001591,POINT (-73.913840015914 40.617700277747)
61343229,2024-06-02 14:47:22,12/10/2024 12:18:49 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,5109 AVENUE K,AVENUE K,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,AVENUE K,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/10/2024 12:18:55 PM,18 BROOKLYN,46.0,Precinct 63,3077990007.0,BROOKLYN,"1,004,676","167,322",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6259132001,-73.92641637452,POINT (-73.926416374525 40.625913200099)
61341995,2024-06-01 17:23:30,12/10/2024 10:08:15 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,5019 AVENUE I,AVENUE I,UTICA AVENUE,EAST   51 STREET,UTICA AVENUE,EAST   51 STREET,ADDRESS,BROOKLYN,AVENUE I,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/10/2024 10:08:19 AM,18 BROOKLYN,45.0,Precinct 63,3077540001.0,BROOKLYN,"1,004,280","169,005",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63053358339,-73.92783794912,POINT (-73.927837949123 40.630533583387)
61341994,2024-06-01 13:05:26,12/31/2024 09:42:27 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1930 HENDRICKSON STREET,HENDRICKSON STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,HENDRICKSON STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/31/2024 09:42:32 AM,18 BROOKLYN,46.0,Precinct 63,3085080052.0,BROOKLYN,"1,004,185","162,824",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61356824876,-73.92819845815,POINT (-73.928198458146 40.61356824876)
61326684,2024-05-31 19:51:23,06/03/2024 03:16:49 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Sign,Street,11234,P AVENUE,P AVENUE,P AVENUE,EAST   31 STREET,P AVENUE,EAST   31 STREET,INTERSECTION,,,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,06/03/2024 03:16:53 PM,18 BROOKLYN,46.0,Precinct 63,,BROOKLYN,"1,000,293","162,959",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61394669745,-73.94221627183,POINT (-73.942216271833 40.613946697445)
61322419,2024-05-31 15:06:12,06/03/2024 09:26:33 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1364 EAST   53 STREET,EAST   53 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   53 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,06/03/2024 09:26:40 AM,18 BROOKLYN,46.0,Precinct 63,3078320054.0,BROOKLYN,"1,005,170","167,076",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62523682917,-73.92463752796,POINT (-73.924637527959 40.625236829171)
61326879,2024-05-31 14:42:57,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1761 EAST   36 STREET,EAST   36 STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,EAST   36 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3077190017.0,BROOKLYN,"1,002,113","162,846",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61363305363,-73.93566129125,POINT (-73.935661291249 40.613633053625)
61329458,2024-05-31 12:51:39,07/05/2024 03:28:51 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Traffic Sign or Signal Blocked,Sign,Street,11234,AVENUE P,AVENUE P,AVENUE P,EAST   31 STREET,AVENUE P,EAST   31 STREET,INTERSECTION,,,,Closed,,NYC Parks visited the location but could not find the tree condition you reported.,07/05/2024 03:28:55 PM,18 BROOKLYN,46.0,Precinct 63,,BROOKLYN,"1,000,293","162,959",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61394669745,-73.94221627183,POINT (-73.942216271833 40.613946697445)
61329641,2024-05-31 11:20:14,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,2336 EAST   71 STREET,EAST   71 STREET,AVENUE W,AVENUE X,AVENUE W,AVENUE X,ADDRESS,BROOKLYN,EAST   71 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084480055.0,BROOKLYN,"1,011,158","163,680",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61589935847,-73.90307983266,POINT (-73.903079832655 40.615899358467)
61321810,2024-05-31 03:34:51,05/31/2024 12:20:51 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,955 EAST   55 STREET,EAST   55 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   55 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,05/31/2024 12:20:54 PM,18 BROOKLYN,45.0,Precinct 63,3077390019.0,BROOKLYN,"1,005,443","170,293",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63406616327,-73.92364396804,POINT (-73.92364396804 40.634066163271)
61314406,2024-05-30 12:56:39,12/16/2024 08:58:38 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1297 EAST   52 STREET,EAST   52 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/16/2024 08:58:46 AM,18 BROOKLYN,46.0,Precinct 63,3077780006.0,BROOKLYN,"1,004,803","168,316",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62864122639,-73.9259558369,POINT (-73.925955836899 40.628641226387)
61319785,2024-05-30 10:01:52,11/20/2024 09:51:39 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1736 EAST   52 STREET,EAST   52 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,11/20/2024 09:51:42 AM,18 BROOKLYN,46.0,Precinct 63,3078960074.0,BROOKLYN,"1,005,137","164,183",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61729622825,-73.92476535847,POINT (-73.92476535847 40.617296228248)
61314411,2024-05-30 07:36:29,11/05/2024 08:22:10 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,3916 AVENUE R,AVENUE R,RYDER STREET,KIMBALL STREET,RYDER STREET,KIMBALL STREET,ADDRESS,BROOKLYN,AVENUE R,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",11/05/2024 08:22:13 AM,18 BROOKLYN,46.0,Precinct 63,3084830042.0,BROOKLYN,"1,002,957","163,173",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61452885913,-73.93262047883,POINT (-73.932620478832 40.614528859132)
61313013,2024-05-30 07:12:11,08/27/2024 09:00:36 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1205 EAST   46 STREET,EAST   46 STREET,AVENUE H,KINGS HIGHWAY,AVENUE H,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   46 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,08/27/2024 09:00:43 AM,18 BROOKLYN,45.0,Precinct 63,3077500026.0,BROOKLYN,"1,003,089","169,419",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63167253848,-73.9321276056,POINT (-73.932127605598 40.631672538483)
61315680,2024-05-30 07:12:07,08/27/2024 09:00:36 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1203 EAST   46 STREET,EAST   46 STREET,AVENUE H,KINGS HIGHWAY,AVENUE H,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   46 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,08/27/2024 09:00:44 AM,18 BROOKLYN,45.0,Precinct 63,3077500027.0,BROOKLYN,"1,003,088","169,431",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63170547806,-73.93213117486,POINT (-73.932131174861 40.631705478061)
61311666,2024-05-30 07:07:58,08/27/2024 09:00:36 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1205 EAST   46 STREET,EAST   46 STREET,AVENUE H,KINGS HIGHWAY,AVENUE H,KINGS HIGHWAY,ADDRESS,BROOKLYN,EAST   46 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,08/27/2024 09:00:46 AM,18 BROOKLYN,45.0,Precinct 63,3077500026.0,BROOKLYN,"1,003,089","169,419",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63167253848,-73.9321276056,POINT (-73.932127605598 40.631672538483)
61306182,2024-05-29 18:24:52,06/03/2024 03:16:49 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,3823 AVENUE R,AVENUE R,EAST   38 STREET,RYDER STREET,EAST   38 STREET,RYDER STREET,ADDRESS,BROOKLYN,AVENUE R,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,06/03/2024 03:16:53 PM,18 BROOKLYN,46.0,Precinct 63,3078850001.0,BROOKLYN,"1,002,764","163,017",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61410107685,-73.93331606039,POINT (-73.933316060393 40.614101076855)
61299659,2024-05-29 16:39:07,07/03/2024 11:01:12 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2142 EAST   36 STREET,EAST   36 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   36 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,07/03/2024 11:01:19 AM,18 BROOKLYN,46.0,Precinct 63,3085350064.0,BROOKLYN,"1,004,046","160,568",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.60737630603,-73.92870571909,POINT (-73.928705719086 40.607376306027)
61307533,2024-05-29 16:30:37,12/27/2024 10:25:36 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2024 EAST   70 STREET,EAST   70 STREET,AVENUE T,VETERANS AVENUE,AVENUE T,VETERANS AVENUE,ADDRESS,BROOKLYN,EAST   70 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/27/2024 10:25:42 AM,18 BROOKLYN,46.0,Precinct 63,3084100036.0,BROOKLYN,"1,009,419","165,324",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62041690523,-73.90933741902,POINT (-73.909337419024 40.62041690523)
61306191,2024-05-29 16:30:34,12/13/2024 11:24:12 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1438 EAST   37 STREET,EAST   37 STREET,KINGS HIGHWAY,AVENUE M,KINGS HIGHWAY,AVENUE M,ADDRESS,BROOKLYN,EAST   37 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/13/2024 11:24:17 AM,18 BROOKLYN,45.0,Precinct 63,3076540070.0,BROOKLYN,"1,001,183","165,490",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6208921096,-73.93900432026,POINT (-73.939004320262 40.620892109603)
61305017,2024-05-29 15:28:00,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1431 EAST   35 STREET,EAST   35 STREET,KINGS HIGHWAY,FLATLANDS AVENUE,KINGS HIGHWAY,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   35 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3076710023.0,BROOKLYN,"1,000,747","164,826",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61907039082,-73.94057649193,POINT (-73.940576491934 40.61907039082)
61304805,2024-05-29 13:28:40,11/20/2024 10:10:57 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1716 EAST   52 STREET,EAST   52 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",11/20/2024 10:11:01 AM,18 BROOKLYN,46.0,Precinct 63,3078960067.0,BROOKLYN,"1,005,126","164,313",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61765307707,-73.92480457831,POINT (-73.924804578312 40.617653077073)
61308919,2024-05-29 13:15:08,12/10/2024 01:13:05 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,5013 AVENUE N,AVENUE N,UTICA AVENUE,EAST   51 STREET,UTICA AVENUE,EAST   51 STREET,ADDRESS,BROOKLYN,AVENUE N,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/10/2024 01:13:09 PM,18 BROOKLYN,46.0,Precinct 63,3078750005.0,BROOKLYN,"1,004,615","164,793",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6189717662,-73.92664375327,POINT (-73.926643753269 40.618971766199)
61307522,2024-05-29 12:39:38,11/19/2024 09:03:40 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1247 RYDER STREET,RYDER STREET,KINGS HIGHWAY,AVENUE M,KINGS HIGHWAY,AVENUE M,ADDRESS,BROOKLYN,RYDER STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",11/19/2024 09:03:45 AM,18 BROOKLYN,45.0,Precinct 63,3078170133.0,BROOKLYN,"1,001,637","165,781",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62168996437,-73.93736818252,POINT (-73.937368182525 40.621689964374)
61299496,2024-05-29 12:14:20,12/16/2024 12:44:24 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,915 EAST   55 STREET,EAST   55 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   55 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/16/2024 12:44:28 PM,18 BROOKLYN,45.0,Precinct 63,3077390038.0,BROOKLYN,"1,005,422","170,553",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.634779858,-73.92371881294,POINT (-73.923718812937 40.634779858002)
61306183,2024-05-29 12:04:37,06/03/2024 03:16:48 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1815 MARINE PARKWAY,MARINE PARKWAY,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,MARINE PARKWAY,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,06/03/2024 03:16:59 PM,18 BROOKLYN,46.0,Precinct 63,3084740027.0,BROOKLYN,"1,001,219","161,443",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.60978386555,-73.93888481274,POINT (-73.938884812743 40.609783865549)
61307537,2024-05-29 11:41:09,01/02/2025 10:19:13 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1658 SCHENECTADY AVENUE,SCHENECTADY AVENUE,AVENUE H,KINGS HIGHWAY,AVENUE H,KINGS HIGHWAY,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",01/02/2025 10:19:16 AM,18 BROOKLYN,45.0,Precinct 63,3077500055.0,BROOKLYN,"1,003,339","169,586",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63213038279,-73.93122644361,POINT (-73.931226443612 40.632130382791)
61300829,2024-05-29 10:23:53,12/27/2024 07:54:33 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1520 EAST   31 STREET,EAST   31 STREET,KINGS HIGHWAY,AVENUE P,KINGS HIGHWAY,AVENUE P,ADDRESS,BROOKLYN,EAST   31 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/27/2024 07:54:36 AM,18 BROOKLYN,45.0,Precinct 63,3076920050.0,BROOKLYN,"999,922","163,394",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61514134629,-73.94355153078,POINT (-73.943551530783 40.615141346286)
61296922,2024-05-28 20:34:25,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1180 EAST   57 STREET,EAST   57 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   57 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078360074.0,BROOKLYN,"1,006,262","166,849",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62461111603,-73.92070443572,POINT (-73.920704435721 40.624611116025)
61292321,2024-05-28 19:52:00,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1462 EAST   63 STREET,EAST   63 STREET,MILL LANE,AVENUE T,MILL LANE,AVENUE T,ADDRESS,BROOKLYN,EAST   63 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",10/18/2024 02:41:50 PM,18 BROOKLYN,46.0,Precinct 63,3083840072.0,BROOKLYN,"1,007,583","164,619",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61848685332,-73.91595340372,POINT (-73.91595340372 40.618486853317)
61289401,2024-05-28 17:38:33,11/20/2024 10:10:58 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1689 EAST   52 STREET,EAST   52 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",11/20/2024 10:11:03 AM,18 BROOKLYN,46.0,Precinct 63,3078970023.0,BROOKLYN,"1,005,119","164,482",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61811696331,-73.92482926994,POINT (-73.92482926994 40.618116963314)
61296921,2024-05-28 16:12:15,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,181 BARLOW DRIVE SOUTH,BARLOW DRIVE SOUTH,INDIANA WALK,EAST   66 STREET,INDIANA WALK,EAST   66 STREET,ADDRESS,BROOKLYN,BARLOW DRIVE SOUTH,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3086060015.0,BROOKLYN,"1,010,078","160,864",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60817323675,-73.90698066219,POINT (-73.906980662191 40.608173236755)
61293781,2024-05-28 13:46:52,12/27/2024 08:41:43 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,2040 EAST   60 STREET,EAST   60 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   60 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",12/27/2024 08:41:48 AM,18 BROOKLYN,46.0,Precinct 63,3084020060.0,BROOKLYN,"1,007,456","163,485",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61537459336,-73.91641476123,POINT (-73.916414761233 40.615374593356)
